9bba49c24d4688082cb8898354b66b6596181f38,DELETE,regular-file,storage/gltf_models/scene.bin,256876612,
9344f7cf3d68252a34ac5f330fb3c2f24077abab,DELETE,regular-file,storage/gltf_models/walking-character.gltf,150680387,
